wkt_geom,GRID_ID,Entity Type
"MultiPolygon (((-3.49201588199821789 50.38260299923703656, -3.49338709121792368 50.38101149308631932, -3.49622820777296139 50.38097495391492942, -3.49769830312644281 50.38252991719475915, -3.49632721802710789 50.38412148622978748, -3.49348591338945846 50.38415802964498624, -3.49201588199821789 50.38260299923703656)))",ASA-3378,Hex
"MultiPolygon (((-3.60483916181019737 50.44091071223574119, -3.60620824761123737 50.43931783474776864, -3.60905273762587742 50.43927851507881854, -3.61052833329920198 50.44083206591070478, -3.60915934569584529 50.44242499667998203, -3.60631466394441791 50.4424643239569761, -3.60483916181019737 50.44091071223574119)))",ARA-3359,Hex
"MultiPolygon (((-3.59093098977161906 50.40804863892363841, -3.59229951704228512 50.4064559823971905, -3.59514206124219005 50.40641703361801973, -3.5966162666996655 50.40797073607900103, -3.59524783135318549 50.40956344776453335, -3.59240509822791587 50.40960240243175861, -3.59093098977161906 50.40804863892363841)))",ARD-3370,Hex
"MultiPolygon (((-3.51990127928655028 50.45464294193448751, -3.52127360172991422 50.45305107370406716, -3.52411900706021219 50.45301385343423561, -3.525592314490956 50.45456848832217389, -3.52422013124648537 50.45616039620151838, -3.52137453652842192 50.4561976211680232, -3.51990127928655028 50.45464294193448751)))",ARU-3355,Hex
"MultiPolygon (((-3.60494547840654 50.44405721373215812, -3.60631466394441791 50.4424643239569761, -3.60915934569584529 50.44242499667998203, -3.61063502840776618 50.44397856073091901, -3.60926594436792003 50.4455715034850769, -3.60642107625107711 50.44561083012425229, -3.60494547840654 50.44405721373215812)))",ARA-3358,Hex
"MultiPolygon (((-3.60420131127931054 50.42203183927998111, -3.60556980534753713 50.42043901883431545, -3.60841317399139871 50.42039973673026765, -3.6098882193194628 50.42195327718417985, -3.60851981576215985 50.42354615157279341, -3.60567627144409775 50.42358543374271562, -3.60420131127931054 50.42203183927998111)))",ARA-3365,Hex
"MultiPolygon (((-3.60841317399139871 50.42039973673026765, -3.6097815030796534 50.41880685991371536, -3.61262477500993384 50.41876747401035175, -3.61409989607758275 50.42032096379382011, -3.612731668196 50.42191389067730967, -3.6098882193194628 50.42195327718417985, -3.60841317399139871 50.42039973673026765)))",AQZ-3366,Hex
"MultiPolygon (((-3.6170504136944861 50.42342788844980106, -3.61841853496827337 50.42183491443498866, -3.62126194133790236 50.42179532864917491, -3.62273741266681792 50.42334871328767321, -3.62136939423945314 50.42494173707667926, -3.61852580322535333 50.42498132654406362, -3.6170504136944861 50.42342788844980106)))",AQX-3365,Hex
"MultiPolygon (((-3.48624826404639343 50.47081661498953764, -3.48762212375478775 50.46922514837985574, -3.49046849061458841 50.46918875587896025, -3.49194118511046225 50.47074382596098019, -3.49056742998425706 50.47233534227739682, -3.48772087436016376 50.47237173882333394, -3.48624826404639343 50.47081661498953764)))",ASC-3350,Hex
"MultiPolygon (((-3.60830659909542284 50.41725330234765323, -3.6096748415292903 50.41566043040280931, -3.61251791929332144 50.41562105146844885, -3.61399294399943027 50.41717454012693622, -3.61262477500993384 50.41876747401035175, -3.6097815030796534 50.41880685991371536, -3.60830659909542284 50.41725330234765323)))",AQZ-3367,Hex
"MultiPolygon (((-3.612731668196 50.42191389067730967, -3.61409989607758275 50.42032096379382011, -3.61694324505553411 50.42028147373402192, -3.61841853496827337 50.42183491443498866, -3.6170504136944861 50.42342788844980106, -3.61420688919290178 50.42346737848154703, -3.612731668196 50.42191389067730967)))",AQY-3365,Hex
"MultiPolygon (((-3.57798205516490464 50.40350327273590381, -3.57935092415206002 50.40191074744634392, -3.58219321430040116 50.40187211347710416, -3.58366683953322473 50.4034259899403807, -3.58229808373915004 50.40501855804642162, -3.57945558868518576 50.40505720749192875, -3.57798205516490464 50.40350327273590381)))",ARG-3371,Hex
